$ kubectl -n fraud-platform get events --sort-by=.metadata.creationTimestamp
LAST SEEN   TYPE      REASON                         OBJECT                                    MESSAGE
26s         Normal    AllocIPSucceed                 pod/fraud-processor-65b4bcf8cb-98gtr      Alloc IP 10.94.68.85/16 took 39.294428ms
26s         Normal    SuccessfulCreate               replicaset/fraud-processor-65b4bcf8cb     Created pod: fraud-processor-65b4bcf8cb-98gtr
26s         Normal    SuccessfulRescale              horizontalpodautoscaler/fraud-processor   New size: 2; reason: Current number of replicas below Spec.MinReplicas
26s         Normal    Created                        pod/fraud-processor-65b4bcf8cb-98gtr      Container created
26s         Normal    Pulled                         pod/fraud-processor-65b4bcf8cb-98gtr      Successfully pulled image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/fraud-processor:latest" in 335ms (335ms including waiting). Image size: 136957629 bytes.
26s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/alert-handler     invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
26s         Normal    Scheduled                      pod/fraud-processor-65b4bcf8cb-98gtr      Successfully assigned fraud-platform/fraud-processor-65b4bcf8cb-98gtr to cn-hangzhou.10.94.68.56
26s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/alert-handler     failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
26s         Normal    Pulling                        pod/fraud-processor-65b4bcf8cb-98gtr      Pulling image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/fraud-processor:latest"
26s         Normal    Started                        pod/fraud-processor-65b4bcf8cb-98gtr      Container started
12s         Normal    Killing                        pod/transaction-api-856c5b997b-44gcm      Stopping container transaction-api
12s         Normal    SuccessfulCreate               replicaset/transaction-api-856c5b997b     Created pod: transaction-api-856c5b997b-nthdg
11s         Normal    Scheduled                      pod/transaction-api-856c5b997b-nthdg      Successfully assigned fraud-platform/transaction-api-856c5b997b-nthdg to cn-hangzhou.10.94.68.55
11s         Normal    Started                        pod/transaction-api-856c5b997b-nthdg      Container started
11s         Normal    Created                        pod/transaction-api-856c5b997b-nthdg      Container created
11s         Normal    Pulled                         pod/transaction-api-856c5b997b-nthdg      Successfully pulled image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/transaction-api:latest" in 312ms (312ms including waiting). Image size: 138270852 bytes.
11s         Normal    AllocIPSucceed                 pod/transaction-api-856c5b997b-nthdg      Alloc IP 10.94.68.62/16 took 47.163154ms
11s         Normal    Pulling                        pod/transaction-api-856c5b997b-nthdg      Pulling image "crpi-tpeh1o86awlrouhr.cn-hangzhou.personal.cr.aliyuncs.com/fraud-detection-reg/transaction-api:latest"
